"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)";"Absolute (rad/s)"
9,453833125E0;5,580887794E-1;-6,909643412E-1;-2,655526161E0;2,800127497E0
9,463900125E0;5,683207512E-1;-7,028995752E-1;-2,738893986E0;2,884197731E0
9,473967125E0;4,984495342E-1;-6,383203268E-1;-2,764033794E0;2,880240892E0
9,484034125E0;3,701000810E-1;-4,885183871E-1;-2,750654936E0;2,818106964E0
9,494101125E0;2,066674680E-1;-2,679229081E-1;-2,739846230E0;2,760661422E0
9,504168125E0;4,564529285E-2;4,426589981E-2;-2,722442865E0;2,723185289E0
9,514235125E0;-8,152277768E-2;3,187762797E-1;-2,720456839E0;2,740282776E0
9,524301125E0;-1,352857947E-1;5,267217159E-1;-2,811656475E0;2,863765030E0
9,534368125E0;-1,131714359E-1;6,848191619E-1;-2,981003523E0;3,060746161E0
9,544435125E0;-7,657078095E-3;7,738373280E-1;-3,111502647E0;3,206295614E0
9,554502125E0;1,371845305E-1;7,569802999E-1;-3,157688141E0;3,250051256E0
9,564569125E0;2,845060825E-1;7,311950922E-1;-3,133723974E0;3,230451349E0
9,574636125E0;4,118211567E-1;7,299069166E-1;-3,102282286E0;3,213489716E0
9,584703125E0;4,871794283E-1;7,043734789E-1;-3,093833208E0;3,210185308E0
9,594769125E0;5,094940066E-1;6,253920794E-1;-3,098813772E0;3,202084663E0
9,604836125E0;4,991752505E-1;5,304676294E-1;-3,081005573E0;3,165938594E0
9,614903125E0;4,486463070E-1;4,360896647E-1;-3,020645857E0;3,084762405E0
9,624970125E0;3,861318231E-1;3,819338977E-1;-2,955880165E0;3,005361682E0
9,635037125E0;3,320531547E-1;4,805472791E-1;-2,912683487E0;2,970675021E0
9,645104125E0;3,283854723E-1;7,175691724E-1;-2,897174120E0;3,002725498E0
9,655171125E0;4,124867618E-1;8,111515641E-1;-2,890405416E0;3,030273199E0
9,665237125E0;6,029489636E-1;6,093520522E-1;-2,869536877E0;2,994845449E0
9,675304125E0;8,337438107E-1;2,170811743E-1;-2,830415726E0;2,958632481E0
9,685371125E0;9,413575530E-1;-7,307728380E-2;-2,845869303E0;2,998410649E0
9,695438125E0;8,962039351E-1;-2,029868215E-1;-2,972871065E0;3,111647074E0
9,705505125E0;7,507827282E-1;-3,474466503E-1;-3,152726173E0;3,259459496E0
9,715572125E0;5,617475510E-1;-4,726016223E-1;-3,263230562E0;3,344784942E0
9,725639125E0;3,918335140E-1;-3,869642317E-1;-3,264001369E0;3,310132891E0
9,735705125E0;2,551523745E-1;-3,748080134E-2;-3,198010683E0;3,208392101E0
9,745772125E0;2,031508088E-1;3,161831796E-1;-3,039825201E0;3,062969035E0
9,755839125E0;2,900673151E-1;4,719890356E-1;-2,761158228E0;2,816186687E0
9,765906125E0;3,843164742E-1;6,901313066E-1;-2,597874641E0;2,715314535E0
9,775973125E0;4,333410263E-1;8,931528926E-1;-2,565159321E0;2,750554285E0
9,786040125E0;4,866749942E-1;8,493381143E-1;-2,561443567E0;2,742119788E0
9,796106500E0;5,922920108E-1;6,084988713E-1;-2,521320105E0;2,660476606E0
9,806173500E0;7,523558736E-1;2,904927135E-1;-2,377393484E0;2,510463136E0
9,816240500E0;9,031586647E-1;1,074841246E-2;-2,226145983E0;2,402402347E0
9,826307500E0;1,025170684E0;-1,650564075E-1;-2,189188719E0;2,422966322E0
9,836374500E0;1,114553809E0;-3,365919292E-1;-2,322596550E0;2,598072180E0
9,846441500E0;1,083691001E0;-6,577083468E-1;-2,601695299E0;2,894094830E0
9,856508500E0;8,831216693E-1;-1,106387138E0;-2,888396263E0;3,216648777E0
9,866575500E0;5,358847976E-1;-1,520976901E0;-3,135777235E0;3,526136996E0
9,876641500E0;1,214535832E-1;-1,756765723E0;-3,330816984E0;3,767667523E0
9,886708500E0;-2,402965277E-1;-1,851734757E0;-3,395127296E0;3,874732687E0
9,896775500E0;-4,922765791E-1;-1,855944991E0;-3,295777559E0;3,814317470E0
9,906842500E0;-5,943222046E-1;-1,851013184E0;-3,086439848E0;3,647681404E0
9,916909500E0;-5,580883026E-1;-1,757785559E0;-2,898999453E0;3,435908970E0
9,926976500E0;-4,752841592E-1;-1,616309524E0;-2,826889992E0;3,290844654E0
9,937042500E0;-3,942071497E-1;-1,440057635E0;-2,887878418E0;3,251000927E0
9,947109500E0;-3,049341440E-1;-1,096595764E0;-3,061808109E0;3,266523534E0
9,957176500E0;-1,613785774E-1;-6,335319281E-1;-3,255433083E0;3,320429235E0
9,967243500E0;6,731212884E-2;-1,397005618E-1;-3,326890945E0;3,330503045E0
9,977310500E0;3,626689315E-1;3,775372803E-1;-3,249470234E0;3,291370528E0
9,987377500E0;6,930857301E-1;9,256405234E-1;-3,116234541E0;3,323867615E0
9,997444500E0;1,032424688E0;1,300587296E0;-2,964606047E0;3,397987208E0
1,000751050E1;1,265846252E0;1,309192896E0;-2,799952745E0;3,340073076E0
1,001757750E1;1,307319641E0;1,097583532E0;-2,643409491E0;3,146647103E0
1,002764450E1;1,130311131E0;8,215009570E-1;-2,547420263E0;2,905480524E0
1,003771150E1;7,551697493E-1;5,764907002E-1;-2,527994394E0;2,700625582E0
1,004777850E1;3,220636547E-1;4,109535217E-1;-2,532004118E0;2,585276126E0
1,005784550E1;-3,383827582E-2;2,722116113E-1;-2,471417665E0;2,486593949E0
1,006791250E1;-2,629123628E-1;1,825407743E-1;-2,339348793E0;2,361143117E0
1,007797850E1;-3,666486144E-1;9,920700639E-2;-2,188562870E0;2,221279062E0
1,008804550E1;-3,980278075E-1;-1,353351623E-1;-2,095273733E0;2,137033869E0
1,009811250E1;-4,000118673E-1;-5,317038298E-1;-2,049677610E0;2,154970246E0
1,010817950E1;-4,028805494E-1;-1,062808275E0;-2,048894405E0;2,343041282E0
1,011824650E1;-4,169169962E-1;-1,744647861E0;-2,043206692E0;2,718880197E0
1,012831350E1;-4,211955369E-1;-2,574935198E0;-2,038925171E0;3,311330972E0
1,013838050E1;-4,134041965E-1;-3,330845833E0;-2,076621294E0;3,946871291E0
1,014844650E1;-3,914651871E-1;-3,758558035E0;-2,122565985E0;4,334200025E0
1,015851350E1;-6,258798242E-1;-3,340569019E0;-1,977469921E0;3,932113200E0
1,016858050E1;-1,106137395E0;-2,346070766E0;-1,706461072E0;3,104770099E0
1,017864750E1;-1,388750076E0;-1,543409705E0;-1,589146972E0;2,614599088E0
1,018871450E1;-1,406448483E0;-1,029724121E0;-1,559207439E0;2,338708392E0
1,019878150E1;-1,179677963E0;-7,410582900E-1;-1,627694845E0;2,142474736E0
1,020884850E1;-8,302434683E-1;-4,559401572E-1;-1,681231737E0;1,929695778E0
1,021891450E1;-4,136395752E-1;-1,012084037E-1;-1,707859159E0;1,760148785E0
1,022898150E1;4,808239266E-2;1,974208504E-1;-1,660925865E0;1,673308590E0
1,023904850E1;5,651801229E-1;5,950750113E-1;-1,634621263E0;1,829078870E0
1,024911550E1;9,283821583E-1;1,034668207E0;-1,692649245E0;2,190318059E0
1,025918250E1;6,911328435E-1;1,020782113E0;-1,450941324E0;1,903914771E0
1,026924950E1;2,596854270E-1;9,436468482E-1;-1,341008306E0;1,660183475E0
1,027931650E1;-9,429476410E-2;6,455842853E-1;-1,299167991E0;1,453790920E0
1,028938250E1;-3,540235162E-1;2,966212034E-1;-1,204326630E0;1,289852480E0
1,029944950E1;-5,341114998E-1;1,610905379E-1;-1,155707359E0;1,283310078E0
1,030951650E1;-6,089579463E-1;1,947724223E-1;-1,153224468E0;1,318594991E0
1,031958350E1;-6,037530899E-1;2,233907431E-1;-1,234118462E0;1,391930169E0
1,032965050E1;-5,646005273E-1;2,365703881E-1;-1,448427081E0;1,572475855E0
1,033971750E1;-4,970192909E-1;2,359045893E-1;-1,749392033E0;1,833862491E0
1,034978450E1;-4,230189919E-1;1,909780055E-1;-2,020438910E0;2,073063205E0
1,035985050E1;-3,854513764E-1;9,101652354E-2;-2,175435543E0;2,211193473E0
1,036991750E1;-3,962687850E-1;-1,073461995E-1;-2,225336790E0;2,262891068E0
1,037998450E1;-4,409784675E-1;-2,770132720E-1;-2,226404905E0;2,286498888E0
1,039005150E1;-5,211841464E-1;-2,997975945E-1;-2,219434261E0;2,299434703E0
1,040011850E1;-6,087281108E-1;-2,109007537E-1;-2,219015121E0;2,310639987E0
1,041018550E1;-6,607509851E-1;-4,296245426E-2;-2,241304398E0;2,337067188E0
1,042025250E1;-6,737903953E-1;-2,448916994E-2;-2,214323044E0;2,314696472E0
1,043031850E1;-6,767089963E-1;-1,355868578E-1;-2,090960741E0;2,201916366E0
1,044038550E1;-6,523586512E-1;-2,462555766E-1;-1,918203235E0;2,041008885E0
1,045045250E1;-5,490328670E-1;-2,323391289E-1;-1,804780602E0;1,900697657E0
1,046051950E1;-3,845930994E-1;-1,487861723E-1;-1,740026951E0;1,788223411E0
1,047058650E1;-2,111433595E-1;-9,914343059E-2;-1,688549638E0;1,704585233E0
1,048065350E1;-1,014975533E-1;-1,033983603E-1;-1,615807056E0;1,622290177E0
1,049072050E1;-1,045147628E-1;-4,877762869E-2;-1,508407474E0;1,512810530E0
1,050078650E1;-1,697749794E-1;6,582671404E-2;-1,402772903E0;1,414541805E0
1,051085350E1;-2,271174490E-1;1,425053477E-1;-1,320072770E0;1,347027182E0
1,052092050E1;-2,598849833E-1;1,785381883E-1;-1,212004900E0;1,252346584E0
1,053098750E1;-2,719175518E-1;1,592259258E-1;-1,062803388E0;1,108531953E0
1,054105450E1;-2,650285065E-1;1,171493158E-1;-9,120485783E-1;9,569726645E-1
1,055112150E1;-2,584056258E-1;1,229013205E-1;-7,805451155E-1;8,313416141E-1
1,056118850E1;-2,239704430E-1;1,544693559E-1;-6,893669963E-1;7,411142940E-1
1,057125450E1;-1,722674370E-1;2,044040263E-1;-5,995723605E-1;6,564633206E-1
1,058132150E1;-1,123535112E-1;2,597754300E-1;-5,404757857E-1;6,100988940E-1
1,059138850E1;-8,026066422E-2;3,471376002E-1;-5,098029375E-1;6,219689082E-1
1,060145550E1;-7,357160747E-2;4,573442638E-1;-5,020496845E-1;6,831035374E-1
1,061152250E1;-8,395096660E-2;5,477039218E-1;-4,893822074E-1;7,392714628E-1
1,062158950E1;-9,728248417E-2;5,330943465E-1;-4,764195383E-1;7,215462843E-1
1,063165650E1;-8,908474445E-2;3,799189329E-1;-4,669012427E-1;6,084991847E-1
1,064172250E1;-5,744213611E-2;1,906557977E-1;-4,082560539E-1;4,542270773E-1
1,065178950E1;7,415462751E-4;5,976385996E-2;-3,138377964E-1;3,194783738E-1
1,066185650E1;8,025234938E-2;4,206209257E-2;-2,167216539E-1;2,348998393E-1
1,067192350E1;1,632050276E-1;1,333014369E-1;-1,324185878E-1;2,488771514E-1
1,068199050E1;2,188677490E-1;1,959485710E-1;-6,734239310E-2;3,013866817E-1
1,069205750E1;2,328808010E-1;1,581297815E-1;-1,716385409E-2;2,820161221E-1
1,070212450E1;1,982128471E-1;7,890740037E-2;2,413405105E-2;2,147024989E-1
1,071219050E1;1,419545263E-1;2,389703318E-2;6,803177297E-2;1,592183340E-1
1,072225750E1;1,119148657E-1;5,794901028E-2;1,292224377E-1;1,805033611E-1
1,073232450E1;1,173290983E-1;1,305285543E-1;1,978164315E-1;2,644525692E-1
1,074239150E1;1,677824259E-1;1,903854907E-1;2,587186396E-1;3,623988300E-1
1,075245850E1;2,287072539E-1;2,079406083E-1;3,023757339E-1;4,324088216E-1
1,076252550E1;2,464050353E-1;2,056311071E-1;3,318659663E-1;4,616650444E-1
1,077259250E1;2,087134719E-1;2,027233392E-1;3,450754583E-1;4,513702887E-1
1,078265950E1;1,416055411E-1;1,824026257E-1;3,387720287E-1;4,099869931E-1
1,079272550E1;7,207743078E-2;1,799315810E-1;3,309891820E-1;3,835679451E-1
1,080279250E1;1,866533980E-2;2,010035813E-1;3,332493901E-1;3,896228826E-1
1,081285950E1;-8,015841246E-3;2,370711118E-1;3,234825432E-1;4,011332965E-1
1,082292650E1;-1,213388797E-2;2,687738836E-1;3,302496374E-1;4,259711900E-1
1,083299350E1;-6,899024826E-3;2,412092388E-1;3,758700788E-1;4,466629709E-1
1,084306050E1;1,137596322E-3;1,554221660E-1;4,356961250E-1;4,625888641E-1
1,085312750E1;1,339810435E-2;5,732929707E-2;4,780870378E-1;4,816984256E-1
1,086319350E1;3,288285434E-2;1,126886159E-2;5,237304568E-1;5,248827114E-1
1,087326050E1;4,150921479E-2;8,012751117E-3;5,690860152E-1;5,706541087E-1
1,088332750E1;5,735741928E-2;5,207288638E-2;6,176106930E-1;6,224503411E-1
1,089339450E1;9,640374035E-2;1,262208074E-1;6,735785604E-1;6,920501791E-1
1,090346150E1;1,367620826E-1;2,062546611E-1;7,295467257E-1;7,703786585E-1
1,091352850E1;1,701942980E-1;3,069756925E-1;7,611050606E-1;8,381414487E-1
1,092359550E1;1,756543219E-1;3,795252740E-1;7,809288502E-1;8,858576316E-1
1,093366150E1;1,338046342E-1;4,007892311E-1;8,061190248E-1;9,101448071E-1
1,094372850E1;6,464501470E-2;3,517844081E-1;8,494792581E-1;9,217083365E-1
1,095379550E1;1,973558962E-2;2,664479315E-1;9,005886912E-1;9,393848969E-1
1,096386250E1;1,042624470E-2;1,971436888E-1;9,434160590E-1;9,638507151E-1
1,097392950E1;5,438091606E-2;1,465063244E-1;9,724712968E-1;9,849476180E-1
1,098399650E1;1,316618621E-1;1,086396351E-1;9,871559739E-1;1,001805537E0
1,099406350E1;1,934538484E-1;9,402982146E-2;1,023634791E0;1,045989572E0
1,100412950E1;2,115132809E-1;1,074249893E-1;1,079457998E0;1,105218334E0
1,101419650E1;1,718467921E-1;1,216530204E-1;1,134100199E0;1,153479102E0
1,102426350E1;4,366352409E-2;1,928683370E-1;1,208588243E0;1,224659234E0
1,103433050E1;-1,209972873E-1;2,540429533E-1;1,263034344E0;1,293999196E0
1,104439750E1;-2,584280968E-1;2,960260808E-1;1,232128620E0;1,293273930E0
1,105446450E1;-3,440843225E-1;3,939532638E-1;1,169505835E0;1,281146788E0
1,106453150E1;-3,329219520E-1;4,803576767E-1;1,181283116E0;1,317956875E0
1,107459750E1;-2,233741581E-1;4,339704812E-1;1,312316656E0;1,400143349E0
1,108466450E1;-5,392626673E-2;1,437650174E-1;1,473868489E0;1,481845048E0
1,109473150E1;1,279141456E-1;-2,479199469E-1;1,586909175E0;1,611243947E0
1,110479850E1;2,797340155E-1;-5,161953568E-1;1,626041174E0;1,728791099E0
1,111486550E1;3,953544497E-1;-5,292741656E-1;1,629077554E0;1,757933434E0
1,112493250E1;5,147178769E-1;-3,552290797E-1;1,667443037E0;1,780867337E0
1,113499950E1;5,998142362E-1;-1,008577123E-1;1,728504777E0;1,832396835E0
1,114506650E1;5,988656282E-1;1,016352028E-1;1,733406901E0;1,836755085E0
1,115513250E1;5,380610228E-1;1,431739926E-1;1,675937295E0;1,766005174E0
1,116519950E1;4,838752449E-1;9,894234128E-3;1,614431858E0;1,685414896E0
1,117526650E1;4,900274277E-1;-2,312186062E-1;1,594025373E0;1,683599066E0
1,118533350E1;5,298523307E-1;-4,873550236E-1;1,638010859E0;1,789228322E0
1,119540050E1;5,529100895E-1;-6,584352255E-1;1,701251030E0;1,906174593E0
1,120546750E1;5,382691026E-1;-7,607879639E-1;1,721137643E0;1,957254899E0
1,121553450E1;5,164085627E-1;-8,217378855E-1;1,704287767E0;1,961256676E0
1,122560050E1;4,992138445E-1;-8,438935280E-1;1,695535541E0;1,958624905E0
1,123566750E1;4,962809384E-1;-7,550955415E-1;1,725701332E0;1,947949982E0
1,124573450E1;5,093829036E-1;-5,776847601E-1;1,779458284E0;1,938984892E0
1,125580150E1;5,073893070E-1;-2,923441231E-1;1,809090137E0;1,901503647E0
1,126586850E1;4,886389971E-1;-3,730516136E-2;1,833669782E0;1,898026505E0
1,127593550E1;4,689218998E-1;1,478512138E-1;1,832871795E0;1,897674036E0
1,128600250E1;4,035876393E-1;2,232623547E-1;1,774746180E0;1,833699284E0
1,129606850E1;2,875315547E-1;2,390445322E-1;1,759797335E0;1,799084029E0
1,130613550E1;1,082169414E-1;1,769247055E-1;1,736601710E0;1,748942183E0
1,131620250E1;-9,706068784E-2;1,140328404E-2;1,792282581E0;1,794945031E0
1,132626950E1;-2,946065068E-1;-2,105402946E-1;1,932083249E0;1,965722740E0
1,133633650E1;-4,623903632E-1;-4,078989923E-1;2,084099770E0;2,173397866E0
1,134640350E1;-5,868473649E-1;-5,241097808E-1;2,207618952E0;2,343642961E0
1,135647050E1;-6,465479136E-1;-6,816035509E-1;2,309512138E0;2,493281758E0
1,136653650E1;-6,449361444E-1;-8,626545668E-1;2,382985830E0;2,615097895E0
1,137660350E1;-5,891265273E-1;-9,652785659E-1;2,457118511E0;2,704859359E0
1,138667050E1;-4,859008491E-1;-9,872052073E-1;2,559453011E0;2,785942115E0
1,139673750E1;-3,522948623E-1;-9,421417713E-1;2,641594172E0;2,826616804E0
1,140680450E1;-2,021043152E-1;-8,171436191E-1;2,653523684E0;2,783838678E0
1,141687150E1;-2,958086878E-2;-5,935704112E-1;2,590126038E0;2,657433678E0
1,142693850E1;1,359865367E-1;-2,848980427E-1;2,478039503E0;2,498067055E0
1,143700450E1;2,924340367E-1;8,077800274E-3;2,350135326E0;2,368273415E0
1,144707150E1;4,128067791E-1;3,459687531E-1;2,247260809E0;2,310905658E0
1,145713850E1;5,026271343E-1;6,923899055E-1;2,180233955E0;2,342105445E0
1,146720550E1;5,411897302E-1;9,310104847E-1;2,205896854E0;2,454719491E0
1,147727250E1;5,054378510E-1;1,069513559E0;2,329966545E0;2,613057745E0
1,148733950E1;4,141010344E-1;1,136289358E0;2,526020527E0;2,800609376E0
1,149740650E1;2,930604219E-1;1,154691696E0;2,741509914E0;2,989159403E0
1,150747250E1;2,050746381E-1;1,122814655E0;2,922178268E0;3,137179337E0
1,151753950E1;1,620577425E-1;1,034590483E0;3,018266201E0;3,194772455E0
1,152760650E1;1,421266347E-1;1,036570311E0;3,024976492E0;3,200806268E0
1,153767350E1;1,217419282E-1;1,134088159E0;2,956622601E0;3,169005246E0
1,154774050E1;6,643046439E-2;1,084633470E0;2,916045427E0;3,111938898E0
1,155780750E1;1,590257324E-2;8,918709755E-1;2,948772669E0;3,080738058E0
1,156787450E1;3,543109167E-3;6,859313846E-1;3,020393133E0;3,097303520E0
1,157794050E1;-1,996904379E-3;6,148715019E-1;3,113315105E0;3,173452678E0
1,158800750E1;-1,981798001E-2;6,582048535E-1;3,254740715E0;3,320687204E0
1,159807450E1;5,611912161E-2;5,462217927E-1;3,348110914E0;3,392838678E0
1,160814150E1;1,658176631E-1;5,389132500E-1;3,352124214E0;3,399214576E0
1,161820850E1;2,744790614E-1;5,651183128E-1;3,297119379E0;3,356440624E0
1,162827550E1;3,393813670E-1;5,813271403E-1;3,192520142E0;3,262714485E0
1,163834250E1;3,194427192E-1;5,605207682E-1;3,043103456E0;3,110740399E0
1,164840950E1;2,475056797E-1;5,224983096E-1;2,917956114E0;2,974681735E0
1,165847550E1;1,499557942E-1;5,716438890E-1;2,858373642E0;2,918829107E0
1,166854250E1;6,052019075E-2;7,072606087E-1;2,858718872E0;2,945531166E0
1,167860950E1;6,216549315E-3;7,884445786E-1;2,879635334E0;2,985629441E0
1,168867650E1;-1,519553177E-2;7,602305412E-1;2,893351316E0;2,991598773E0
1,169874350E1;-6,778767332E-3;7,290852666E-1;2,892710924E0;2,983184166E0
1,170881050E1;-3,192539886E-2;5,679413676E-1;2,856000900E0;2,912098517E0
1,171887750E1;-1,054927856E-1;3,663669825E-1;2,765215397E0;2,791374157E0
1,172894350E1;-2,026371807E-1;2,658789754E-1;2,645676851E0;2,666713231E0
1,173901050E1;-2,624625862E-1;2,619927824E-1;2,531265497E0;2,558286896E0
1,174907750E1;-2,749141753E-1;3,657668531E-1;2,411753893E0;2,454774946E0
1,175914450E1;-2,621677816E-1;5,374653339E-1;2,284346819E0;2,361321943E0
1,176921150E1;-1,846237034E-1;7,478601336E-1;2,191472292E0;2,322914440E0
1,177927850E1;-1,603035815E-2;7,559723258E-1;2,168616295E0;2,296660132E0
1,178934550E1;1,696769297E-1;3,878235817E-1;2,212124109E0;2,252263410E0
1,179941054E1;2,756918073E-1;-1,121771783E-1;2,294431210E0;2,313656039E0
1,180947754E1;2,412377000E-1;-4,025871754E-1;2,349301338E0;2,395723031E0
1,181954454E1;8,549843729E-2;-4,009083807E-1;2,387278080E0;2,422216783E0
1,182961154E1;-1,117086411E-1;-1,939101815E-1;2,442496777E0;2,452727152E0
1,183967854E1;-2,870781422E-1;1,860656887E-1;2,565196991E0;2,587908403E0
1,184974554E1;-3,931201696E-1;5,581295490E-1;2,742257118E0;2,825955796E0
1,185981254E1;-4,409648776E-1;7,410977483E-1;2,924139261E0;3,048649917E0
1,186987854E1;-4,377301931E-1;6,820072532E-1;3,087900877E0;3,192471369E0
1,187994554E1;-4,548935294E-1;4,582413733E-1;3,218008041E0;3,282147016E0
1,189001254E1;-5,201026201E-1;1,572263986E-1;3,318063021E0;3,362256547E0
1,190007954E1;-6,182498336E-1;-1,537102759E-1;3,404085398E0;3,463185975E0
1,191014654E1;-7,339857817E-1;-4,177105129E-1;3,474882603E0;3,576034997E0
1,192021354E1;-8,372935653E-1;-6,362640858E-1;3,520472765E0;3,674183037E0
1,193028054E1;-9,447358251E-1;-7,498010397E-1;3,524974108E0;3,725609995E0
1,194034654E1;-1,039856434E0;-7,132471204E-1;3,501980066E0;3,722081037E0
1,195041354E1;-1,130758643E0;-6,292765737E-1;3,495918274E0;3,727740427E0
1,196048054E1;-1,186179876E0;-5,877354741E-1;3,491538763E0;3,734072659E0
1,197054754E1;-1,170009375E0;-5,756329894E-1;3,465382814E0;3,702587383E0
1,198061454E1;-1,067179918E0;-5,326797962E-1;3,369634867E0;3,574501347E0
1,199068154E1;-9,219878912E-1;-4,427828789E-1;3,207905531E0;3,367012956E0
1,200074854E1;-7,317544818E-1;-4,148004055E-1;3,026248217E0;3,140971548E0
1,201081454E1;-5,324254036E-1;-5,344980955E-1;2,841370344E0;2,939821501E0
1,202088154E1;-3,710878491E-1;-7,198021412E-1;2,608851910E0;2,731653272E0
1,203094854E1;-2,761216462E-1;-6,684289575E-1;2,341047049E0;2,450212586E0
1,204101554E1;-2,439410239E-1;-4,616183341E-1;2,100055695E0;2,163985358E0
1,205108254E1;-2,518892288E-1;-2,691362202E-1;1,901689410E0;1,937086756E0
1,206114954E1;-2,541122139E-1;-8,521582931E-2;1,771212578E0;1,791376217E0
1,207121654E1;-2,195659429E-1;3,692872077E-2;1,689779520E0;1,704384863E0
1,208128354E1;-1,306022853E-1;1,427132338E-1;1,665837169E0;1,677032348E0
1,209134954E1;-5,006429926E-2;2,176764309E-1;1,706430078E0;1,720986076E0
1,210141654E1;-2,802086063E-2;2,645899653E-1;1,789127350E0;1,808803387E0
1,211148354E1;-7,256648690E-2;3,110797107E-1;1,912909508E0;1,939396624E0
1,212155054E1;-1,422894597E-1;3,323676884E-1;2,059602499E0;2,091094695E0
1,213161754E1;-1,995980144E-1;2,946634591E-1;2,218932152E0;2,247292997E0
1,214168454E1;-2,143443674E-1;2,182812840E-1;2,317686796E0;2,337790049E0
1,215175154E1;-1,791160703E-1;1,970969141E-1;2,279732943E0;2,295236818E0
1,216181754E1;-1,067955345E-1;1,848215461E-1;2,177988052E0;2,188423233E0
1,217188454E1;-3,518579528E-2;1,311172992E-1;2,092238188E0;2,096637885E0
1,218195154E1;3,141754121E-2;4,625161737E-2;2,087833881E0;2,088582436E0
1,219201854E1;8,134808391E-2;-2,881064080E-2;2,141561270E0;2,143299381E0
1,220208554E1;1,137174368E-1;-8,218357712E-2;2,254588366E0;2,258949865E0
1,221215254E1;1,045412496E-1;-1,571712643E-1;2,357240677E0;2,364786521E0
1,222221954E1;3,791402280E-2;-1,394262463E-1;2,380691290E0;2,385071942E0
1,223228554E1;-5,751129612E-2;-8,099543303E-2;2,323429346E0;2,325551921E0
1,224235254E1;-1,242434233E-1;-9,831917286E-2;2,140606642E0;2,146462178E0
1,225241954E1;-1,489562243E-1;-1,700567454E-1;1,868576765E0;1,882202534E0
1,226248654E1;-1,519017965E-1;-2,474430054E-1;1,556325078E0;1,583177168E0
1,227255354E1;-9,618527442E-2;-2,883105576E-1;1,282352328E0;1,317877869E0
1,228262054E1;5,563325435E-2;-3,011311889E-1;1,155249119E0;1,195146677E0
1,229268754E1;2,900380492E-1;-2,906588316E-1;1,208766103E0;1,276604918E0
1,230275354E1;5,124220252E-1;-1,966245919E-1;1,366078019E0;1,472211505E0
1,231282054E1;5,605474710E-1;1,612815633E-2;1,493906021E0;1,595690692E0
1,232288754E1;3,926441967E-1;2,484665662E-1;1,482525945E0;1,553637112E0
1,233295454E1;1,045032144E-1;3,549495935E-1;1,191406250E0;1,247541177E0
1,234302154E1;-6,315069646E-2;4,241921902E-1;9,111609459E-1;1,007045825E0
1,235308854E1;-8,399073035E-2;3,524138629E-1;6,635854840E-1;7,560394621E-1
1,236315554E1;-2,516957372E-2;1,533303708E-1;4,042448103E-1;4,330791807E-1
1,237322254E1;9,190698713E-2;2,423948608E-3;1,898523420E-1;2,109423655E-1
1,238328854E1;2,206996977E-1;-4,379238188E-2;8,409012109E-2;2,402025765E-1
1,239335554E1;2,303158343E-1;1,005908921E-1;1,396977305E-1;2,875402007E-1
1,240342254E1;1,325485259E-1;2,902015746E-1;3,278170228E-1;4,574385926E-1
1,241348954E1;1,355317980E-1;3,261076510E-1;5,598420501E-1;6,619200778E-1
1,242355654E1;1,504542977E-1;2,576625347E-1;7,336316705E-1;7,919860513E-1
1,243362354E1;1,144446284E-1;9,518254548E-2;7,928103209E-1;8,066631855E-1
1,244369054E1;2,925932035E-2;-9,940568358E-2;7,612475753E-1;7,682678365E-1
1,245375654E1;-7,620185614E-2;-2,474097908E-1;6,492568851E-1;6,989655429E-1
1,246382354E1;-2,178978547E-2;-1,261373609E-1;3,505416214E-1;3,731820694E-1
1,247389054E1;9,892278910E-2;3,917942196E-2;8,475094289E-2;1,360274517E-1
1,248395754E1;1,386713386E-1;6,510572881E-2;-2,734283172E-2;1,556153158E-1
1,249402454E1;9,326843172E-2;-1,841080724E-3;-2,699102834E-2;9,711284954E-2
1,250409154E1;3,013146482E-2;-1,562343165E-2;5,274514481E-2;6,272198251E-2
1,251415854E1;1,198894624E-2;-1,337093022E-2;1,370147467E-1;1,381866760E-1
1,252422454E1;-3,835820593E-3;-5,267942324E-2;1,753278822E-1;1,831111723E-1
1,253429154E1;-2,061213739E-2;-4,162304476E-2;1,666976511E-1;1,730475223E-1
1,254435854E1;-3,404299915E-2;1,842531934E-2;1,595729589E-1;1,642009361E-1
1,255442554E1;-3,976346925E-2;1,029220968E-1;1,784089655E-1;2,097709476E-1
1,256449254E1;-4,049658775E-2;1,463795751E-1;2,318532616E-1;2,771694221E-1
1,257455954E1;-4,841683060E-2;1,548774689E-1;2,647933960E-1;3,105587906E-1
1,258462654E1;-5,221438780E-2;1,656516790E-1;2,634139359E-1;3,155213506E-1
1,259469254E1;-4,489229247E-2;1,150739938E-1;2,477065772E-1;2,767957557E-1
1,260475954E1;-6,587780546E-3;3,653550521E-2;2,332924902E-1;2,362279154E-1
1,261482654E1;4,819397628E-2;2,032511123E-2;2,255253792E-1;2,315112657E-1
1,262489354E1;7,617295533E-2;1,739982702E-2;2,168102860E-1;2,304599168E-1
1,263496054E1;8,627991378E-2;1,765762083E-2;1,802264452E-1;2,005930872E-1
1,264502754E1;8,146963269E-2;1,581634954E-2;1,237853393E-1;1,490310981E-1
1,265509454E1;7,380212843E-2;-1,422490459E-2;5,105361342E-2;9,086018664E-2
